timestamp,name,symbol,price
1733808613,Ethereum,ETH,3692.0391133726155679
1733808613,Dogecoin,DOGE,0.4035067669843688
1733808613,TRON,TRX,0.2576115758107078
1733808645,Bitcoin,BTC,96722.4001793358826175
1733808645,Ethereum,ETH,3692.5664122359646055
1733808645,Dogecoin,DOGE,0.4037418121823523
1733808645,TRON,TRX,0.2577204465682490
1733808645,Polkadot,DOT,8.4697614095071891
1733808645,Stellar,XLM,0.4047664089175860
1733808645,EOS,EOS,1.0322848784489328
1733808737,Bitcoin,BTC,96725.3586955121511601
1733808737,Ethereum,ETH,3692.8182298570725933
1733808737,Dogecoin,DOGE,0.4039045961300321
1733808737,TRON,TRX,0.2581477424088437
1733808737,Polkadot,DOT,8.4669115151535826
1733808737,Stellar,XLM,0.4043510005863095
1733808737,EOS,EOS,1.0318329466762763
1733808768,Bitcoin,BTC,96759.3534959151708733
1733808768,Ethereum,ETH,3694.8733805364885769
1733808768,Dogecoin,DOGE,0.4039746878536102
1733808768,TRON,TRX,0.2587661697845850
1733808768,Polkadot,DOT,8.4716146319868103
1733808768,Stellar,XLM,0.4050569811319402
1733808768,EOS,EOS,1.0343085773288786
1733808830,Bitcoin,BTC,96762.6353950095394500
1733808830,Ethereum,ETH,3695.3211168932190161
1733808830,Dogecoin,DOGE,0.4047342661787723
1733808830,TRON,TRX,0.2588125019778467
1733808830,Polkadot,DOT,8.4867366085138449
1733808830,Stellar,XLM,0.4056116072259364
1733808830,EOS,EOS,1.0345548239986007
1733808891,Bitcoin,BTC,96803.8529701453374123
1733808891,Ethereum,ETH,3698.1394761851019332
1733808891,Dogecoin,DOGE,0.4049529213958845
1733808891,TRON,TRX,0.2592210480425206
1733808891,Polkadot,DOT,8.4938486290851718
1733808891,Stellar,XLM,0.4061906957156244
1733808891,EOS,EOS,1.0366391918441085
1733808952,Bitcoin,BTC,96801.6509688101063685
1733808952,Ethereum,ETH,3697.5849536122205644
1733808952,Dogecoin,DOGE,0.4048321912052957
1733808952,TRON,TRX,0.2592014510386407
1733808952,Polkadot,DOT,8.4932038145753278
1733808952,Stellar,XLM,0.4062071632783232
1733808952,EOS,EOS,1.0370688991980765
1733809014,Bitcoin,BTC,96818.3019948756910738
1733809014,Ethereum,ETH,3699.9053896790893705
1733809014,Dogecoin,DOGE,0.4054993817439653
1733809014,TRON,TRX,0.2594981444867878
1733809014,Polkadot,DOT,8.5008595756144141
1733809014,Stellar,XLM,0.4068556418225853
1733809014,EOS,EOS,1.0386853734884468
1733809044,Bitcoin,BTC,96827.8982051959467549
1733809044,Ethereum,ETH,3699.2703453137499213
1733809044,Dogecoin,DOGE,0.4057442381302209
1733809044,TRON,TRX,0.2595366223097003
1733809044,Polkadot,DOT,8.4977512174452432
1733809044,Stellar,XLM,0.4067889907717008
1733809044,EOS,EOS,1.0383809262133568
1733809075,Bitcoin,BTC,96829.4534702861685499
1733809075,Ethereum,ETH,3699.3250845708933601
1733809075,Dogecoin,DOGE,0.4057632121453937
1733809075,TRON,TRX,0.2595248386019959
1733809075,Polkadot,DOT,8.4992047530312460
1733809075,Stellar,XLM,0.4068127983541831
1733809075,EOS,EOS,1.0382400422687838
1733809137,Bitcoin,BTC,96842.9589809747324206
1733809137,Ethereum,ETH,3699.1596414343588444
1733809137,Dogecoin,DOGE,0.4057471994721213
1733809137,TRON,TRX,0.2593642852126488
1733809137,Polkadot,DOT,8.5025822074324593
1733809137,Stellar,XLM,0.4068174387769088
1733809137,EOS,EOS,1.0382795581886332
1733809168,Bitcoin,BTC,96869.3587958235607752
1733809168,Ethereum,ETH,3699.8506202217744899
1733809168,Dogecoin,DOGE,0.4061667212784363
1733809168,TRON,TRX,0.2595463200931707
1733809168,Polkadot,DOT,8.5087372135456349
1733809168,Stellar,XLM,0.4069700549343857
1733809168,EOS,EOS,1.0390078842054745
1733809292,Bitcoin,BTC,96910.3165493184674107
1733809292,Ethereum,ETH,3698.1606674895842045
1733809292,Dogecoin,DOGE,0.4052010951162942
1733809292,TRON,TRX,0.2593946470052927
1733809292,Polkadot,DOT,8.5103300426245637
1733809292,Stellar,XLM,0.4067866626249450
1733809292,EOS,EOS,1.0373884193127387
1733809354,Bitcoin,BTC,96900.6638021370391701
1733809354,Ethereum,ETH,3696.8001631480811215
1733809354,Dogecoin,DOGE,0.4045683338230092
1733809354,TRON,TRX,0.2590312085324450
1733809354,Polkadot,DOT,8.4955399930252070
1733809354,Stellar,XLM,0.4060851438687883
1733809354,EOS,EOS,1.0363844712752438
1733809477,Bitcoin,BTC,96849.4391875068995770
1733809477,Ethereum,ETH,3693.3190507427652522
1733809477,Dogecoin,DOGE,0.4041686680398224
1733809477,TRON,TRX,0.2588290260669134
1733809477,Polkadot,DOT,8.4960917704274112
1733809477,Stellar,XLM,0.4058818056497669
1733809477,EOS,EOS,1.0359537310281424
1733809539,Bitcoin,BTC,96860.7287809102245981
1733809539,Ethereum,ETH,3693.5109713946893806
1733809539,Dogecoin,DOGE,0.4041251778287213
1733809539,TRON,TRX,0.2587616997234829
1733809539,Polkadot,DOT,8.4936483701885245
1733809539,Stellar,XLM,0.4058170095324418
1733809539,EOS,EOS,1.0361692017062486
1733809569,Bitcoin,BTC,96852.9382197272077398
1733809569,Ethereum,ETH,3690.9127724627399717
1733809569,Dogecoin,DOGE,0.4034855339251236
1733809569,TRON,TRX,0.2583949501453362
1733809569,Polkadot,DOT,8.4924976176130583
1733809569,Stellar,XLM,0.4053451045239740
1733809569,EOS,EOS,1.0344826429553306
1733809661,Bitcoin,BTC,96841.0236676815797074
1733809661,Ethereum,ETH,3690.5451893751452339
1733809661,Dogecoin,DOGE,0.4039560108003460
1733809661,TRON,TRX,0.2586712888392204
1733809661,Polkadot,DOT,8.4813079235994148
1733809661,Stellar,XLM,0.4053751115608131
1733809661,EOS,EOS,1.0352956061633322
1733809722,Bitcoin,BTC,96829.0010427485266406
1733809722,Ethereum,ETH,3690.5995819777647047
1733809722,Dogecoin,DOGE,0.4039987574779040
1733809722,TRON,TRX,0.2589006320435952
1733809722,Polkadot,DOT,8.4868164086311514
1733809722,Stellar,XLM,0.4050914936830035
1733809722,EOS,EOS,1.0352807645199998
1733809753,Bitcoin,BTC,96849.5787029028913205
1733809753,Ethereum,ETH,3691.4729219864397082
1733809753,Dogecoin,DOGE,0.4046671183214343
1733809753,TRON,TRX,0.2591142151852245
1733809753,Polkadot,DOT,8.5007807198265050
1733809753,Stellar,XLM,0.4054842389902195
1733809753,EOS,EOS,1.0363973484794147
1733809783,Bitcoin,BTC,96841.9758911508222195
1733809783,Ethereum,ETH,3691.2458188425284381
1733809783,Dogecoin,DOGE,0.4046636685529049
1733809783,TRON,TRX,0.2591238402760464
1733809783,Polkadot,DOT,8.5038495048607073
1733809783,Stellar,XLM,0.4054832502894335
1733809783,EOS,EOS,1.0365976875295336
1733809906,Bitcoin,BTC,96915.0161191663655256
1733809906,Ethereum,ETH,3697.3895534769599922
1733809906,Dogecoin,DOGE,0.4056667291039194
1733809906,TRON,TRX,0.2596875062124790
1733809906,Polkadot,DOT,8.5249095817893565
1733809906,Stellar,XLM,0.4061379240608917
1733809906,EOS,EOS,1.0392975408644777
1733809998,Bitcoin,BTC,96911.8407905131582521
1733809998,Ethereum,ETH,3698.3989648842549919
